Date,NVDA,SMA,EMA,AAPL,AMD,AVGO,INTC,QCOM,ADS_Index,Mkt-RF,SMB,HML,RMW,CMA,RF,CBBTCUSD,CBETHUSD,SP500,NASDAQCOM,DJIA
240131,61.513797760009766,54.1482125600179,55.602628166209314,183.5010223388672,167.69000244140625,116.74371337890625,42.51066207885742,146.3998260498047,-0.359424,-1.74,-0.89,-0.31,-0.22,0.35,0.022,42599.49,2284.72,4845.65,15164.01,38150.3
240201,63.01347732543945,54.579786682128905,56.08074746680481,185.94903564453125,170.47999572753906,118.72340393066406,42.78696060180664,139.10498046875,-0.307797,1.23,0.33,-1.35,-0.05,-0.29,0.021,43090.14,2304.03,4906.19,15361.64,38519.84
240202,66.14580535888672,55.13153495788574,56.73010604048751,184.94395446777344,177.66000366210938,121.13050079345703,42.03700256347656,139.67674255371094,-0.259197,0.99,-1.57,-0.51,-0.16,-1.4,0.021,43187.41,2307.79,4958.61,15628.95,38654.42
240205,69.31713104248047,55.83875020345052,57.54217216964835,186.76504516601562,174.22999572753906,122.98652648925781,42.20475387573242,141.98348999023438,-0.130905,-0.42,-0.94,-0.66,0.1,-0.15,0.021,42654.6,2298.36,4942.81,15597.68,38380.12
240206,68.20836639404297,56.479712677001956,58.23031373251253,188.37713623046875,167.8800048828125,120.96330261230469,42.29877853393555,142.05250549316406,-0.093296,0.27,0.77,-0.49,-0.75,0.59,0.021,43093.37,2372.79,4954.23,15609.0,38521.36
240207,70.08395385742188,57.1885269165039,58.99506470831314,188.48660278320312,170.94000244140625,124.36766815185547,42.33836364746094,143.8170623779297,-0.0581603,0.77,-1.02,-0.62,0.62,-0.81,0.021,44393.14,2424.81,4995.06,15756.64,38677.36
240208,69.62605285644531,57.86711451212565,59.68093491141844,187.40191650390625,169.35000610351562,126.11882019042969,42.061256408691406,146.07452392578125,-0.0254845,0.21,1.4,0.03,-0.52,-0.2,0.021,45345.8,2421.78,4997.91,15793.71,38726.33
240209,72.11752319335938,58.62415237426758,60.483295937956214,188.1691436767578,172.47999572753906,126.97757720947266,42.86289596557617,148.85446166992188,0.00474422,0.65,0.84,-0.43,-0.34,-0.43,0.021,47154.45,2489.49,5026.61,15990.66,38671.69
240212,72.23249816894531,59.38152313232422,61.24130898511681,186.4752655029297,171.91000366210938,125.15320587158203,43.57545852661133,150.92462158203125,0.0804747,0.05,1.65,1.1,-0.04,0.44,0.021,49961.0,2666.22,5021.84,15942.55,38797.38
240213,72.1125259399414,60.13489481608073,61.942677820911946,184.37286376953125,171.5399932861328,123.83242797851562,42.71444320678711,147.9080810546875,0.10025,-1.6,-2.52,-0.66,0.78,-0.05,0.021,49691.47,2640.16,4953.17,15655.6,38272.75
240214,73.8841552734375,60.99244448343913,62.71309572107489,183.48606872558594,178.6999969482422,124.878173828125,43.73380661010742,151.752685546875,0.117242,1.14,1.37,-0.2,-1.53,-0.18,0.021,51833.46,2776.52,5000.62,15859.15,38424.27
240215,72.64240264892578,61.82856483459473,63.35369616803302,183.19712829589844,176.75999450683594,125.1601333618164,43.595252990722656,153.76370239257812,0.131455,0.67,1.23,1.03,-0.21,0.26,0.021,51935.86,2825.16,5029.73,15906.17,38773.12
240216,72.59741973876953,62.64888865152995,63.95006543066118,181.65269470214844,173.8699951171875,123.22199249267578,43.060829162597656,150.52044677734375,0.142896,-0.53,-0.64,-0.21,0.06,0.17,0.021,52181.12,2803.34,5005.57,15775.65,38627.99
240220,69.43709564208984,63.32724304199219,64.30406737978561,180.90541076660156,165.69000244140625,121.34915161132812,44.060401916503906,149.8008270263672,0.164226,-0.74,-0.74,0.41,0.43,0.59,0.021,52284.38,3015.82,4975.51,15630.78,38563.8
240221,67.45752716064453,63.83443438212077,64.50751639790555,181.66268920898438,164.2899932861328,121.43819427490234,43.021240234375,149.85009765625,0.165068,-0.03,-0.64,0.12,0.86,0.19,0.021,51833.99,2966.07,4981.8,15580.87,38612.24
240222,78.52115631103516,64.68085289001465,65.41162219875262,183.7052764892578,181.86000061035156,129.10072326660156,42.53630065917969,152.55116271972656,0.164222,2.02,-1.55,-1.32,0.38,-1.19,0.021,51262.51,2969.08,5087.03,16041.62,39069.11
240223,78.80008697509766,65.49624455769857,66.27539411980715,181.86195373535156,176.52000427246094,128.25680541992188,42.54619598388672,152.7089080810547,0.161688,0.02,0.33,-0.04,0.08,-0.11,0.021,50751.19,2924.67,5088.8,15996.82,39131.53
240226,79.07503509521484,66.30507113138835,67.10117740854312,180.50686645507812,176.00999450683594,129.51922607421875,42.54619598388672,154.7987823486328,0.143236,-0.25,0.97,-0.1,-0.72,0.0,0.021,54559.0,3179.13,5069.53,15976.25,39069.23
240227,78.68411254882812,67.10459963480632,67.84846354662604,181.9715576171875,178.0,128.24295043945312,42.28887939453125,156.05072021484375,0.132515,0.27,1.24,-0.44,-1.12,0.68,0.021,57064.29,3243.77,5078.18,16035.3,38972.41
240228,77.64633178710938,67.81381416320801,68.48058457048913,180.7659149169922,176.5399932861328,127.56922149658203,41.556522369384766,154.41590881347656,0.119385,-0.26,-0.89,-0.01,-0.06,0.52,0.021,62479.39,3386.58,5069.76,15947.74,38949.02
240229,79.09502410888672,68.58228251139323,69.16538712135349,180.09832763671875,192.52999877929688,128.66441345214844,42.60557556152344,156.3380584716797,0.103839,0.54,-0.16,0.99,0.27,-0.72,0.021,61240.13,3343.95,5096.27,16091.92,38996.39
240301,82.26134490966797,69.42116902669271,70.0102876238254,179.0122833251953,202.63999938964844,138.42738342285156,43.36762619018555,161.58929443359375,0.0858726,0.76,0.01,-0.56,-0.24,-0.16,0.021,62468.47,3438.86,5137.08,16274.94,39087.38
240304,85.21870422363281,70.27918459574381,70.99147579155492,174.4687042236328,205.36000061035156,138.7330780029297,45.1391487121582,165.02737426757812,0.0327385,-0.18,-0.61,0.35,-0.19,0.24,0.021,68277.61,3633.36,5130.95,16207.51,38989.83
240305,85.9495849609375,71.15613072713217,71.95651509280542,169.5066680908203,205.1300048828125,132.84542846679688,42.71444320678711,159.96437072753906,0.0155362,-1.08,0.05,1.13,0.91,0.56,0.021,63893.71,3565.18,5078.65,15939.59,38585.19
240306,88.68512725830078,72.11696306864421,73.03578039380513,168.51025390625,210.6300048828125,133.56272888183594,44.05050277709961,166.3451385498047,-0.00138819,0.53,-0.27,-0.02,-1.08,-0.03,0.021,66092.71,3825.43,5104.76,16031.54,38661.05
240307,92.65345764160156,73.16045049031575,74.30143699043717,168.3907012939453,211.3800048828125,139.20301818847656,45.67357635498047,174.1030731201172,-0.0180413,1.02,-0.48,0.05,0.4,-0.73,0.021,66914.79,3877.26,5157.36,16273.38,38791.35
240308,87.5133285522461,74.02410227457682,75.15381709119904,170.11444091796875,207.38999938964844,129.47865295410156,43.54576873779297,169.00047302246094,-0.0344298,-0.66,0.6,0.6,-0.36,0.57,0.021,68313.7,3893.29,5123.69,16085.11,38722.69
240311,85.7596206665039,74.8488260904948,75.8380624831542,172.12718200683594,198.38999938964844,127.9352798461914,44.39689254760742,169.54539489746094,-0.0821708,-0.21,-0.63,0.4,0.45,0.64,0.021,72202.19,4072.22,5117.94,16019.27,38769.66
240312,91.89759826660156,75.83035952250162,76.87416156595727,172.60543823242188,202.75999450683594,127.81260681152344,44.77296829223633,171.48736572265625,-0.0977644,1.04,-1.16,-0.68,0.53,-0.77,0.021,71471.62,3982.57,5175.27,16265.64,39005.49
240313,90.87276458740234,76.76743405659994,77.77729724476018,170.51303100585938,194.7899932861328,124.44779968261719,42.78371810913086,167.69261169433594,-0.113225,-0.14,0.35,-0.04,-0.04,0.17,0.021,73098.48,4008.37,5165.31,16177.77,39043.32
240314,87.92925262451172,77.64794934590658,78.43226210796996,172.37628173828125,187.05999755859375,124.88312530517578,42.30867385864258,166.8999786376953,-0.128559,-0.43,-1.46,-1.07,1.03,-0.1,0.021,71456.55,3885.42,5150.48,16128.53,38905.66
240315,87.822265625,78.47490895589193,79.03806878648804,171.99765014648438,191.05999755859375,122.23462677001953,42.199806213378906,165.66146850585938,-0.143771,-0.59,0.95,0.8,-0.09,0.42,0.021,69492.42,3743.28,5117.09,15973.17,38714.77
240318,88.44017028808594,79.2180544535319,79.64465598013952,173.0936737060547,190.64999389648438,122.4067611694336,42.26908493041992,165.38404846191406,-0.188755,0.53,-1.04,-0.22,0.24,-0.11,0.021,67566.95,3518.83,5149.42,16103.45,38790.43
240319,89.38301849365234,79.88691736857096,80.27293743262422,175.44517517089844,181.4199981689453,122.48295593261719,41.61589813232422,162.5900115966797,-0.203567,0.54,0.45,-0.24,0.49,0.08,0.021,61977.96,3163.75,5178.51,16166.79,39110.76
240320,90.35684967041016,80.62520014444986,80.92351241570718,178.02584838867188,179.72999572753906,126.77912902832031,41.76435470581055,166.1271514892578,-0.2183,1.03,1.04,1.01,-0.24,-0.06,0.021,67862.33,3515.04,5224.62,16369.41,39512.13
240321,91.41967010498047,81.33639068603516,81.60068387953126,170.7521514892578,178.67999267578125,133.9328155517578,41.98208236694336,169.27789306640625,-0.232959,0.42,0.34,0.97,0.27,0.05,0.021,65505.11,3499.59,5241.53,16401.84,39781.37
240322,94.273193359375,82.15796203613282,82.41826513629537,171.65887451171875,179.64999389648438,134.47630310058594,42.13053512573242,168.5347900390625,-0.24755,-0.23,-0.99,-0.52,0.29,-0.36,0.021,63712.44,3329.97,5234.18,16428.82,39475.9
240325,94.98606872558594,82.92024663289388,83.22909117431412,170.23403930664062,178.6300048828125,134.28851318359375,41.39817428588867,165.97853088378906,-0.290533,-0.26,-0.11,0.87,-0.22,-0.17,0.021,69914.45,3591.17,5218.19,16384.47,39313.64
240326,92.54547882080078,83.59734598795573,83.8301484418294,169.09815979003906,177.8699951171875,132.2924346923828,41.556522369384766,165.53268432617188,-0.304033,-0.26,0.11,-0.16,-0.52,0.21,0.021,69976.26,3586.44,5203.58,16315.7,39282.33
240327,90.23486328125,84.20142389933268,84.24335585082429,172.68515014648438,179.58999633789062,131.024658203125,43.318145751953125,167.57373046875,-0.317054,0.88,1.29,0.92,-0.15,0.58,0.021,69372.26,3497.26,5248.49,16399.52,39760.08
240328,90.34085083007812,84.74998041788737,84.63674262367938,170.86175537109375,180.49000549316406,131.6883544921875,43.714012145996094,167.7421417236328,-0.329603,0.1,0.47,0.46,-0.06,0.07,0.021,70770.78,3560.5,5254.35,16379.46,39807.37
240401,90.34784698486328,85.34016189575195,85.00520096956221,169.4169921875,183.33999633789062,134.15736389160156,44.060401916503906,170.13987731933594,-0.376056,-0.27,-0.91,-0.27,0.34,-0.31,0.021,69702.13,3506.34,5243.77,16396.83,39566.85
240402,89.43700408935547,85.90148137410482,85.29112375148436,168.23126220703125,178.6999969482422,133.0147705078125,43.48638916015625,169.46612548828125,-0.386634,-0.85,-1.03,0.04,0.26,0.02,0.021,65478.7,3282.75,5205.81,16240.45,39170.24
240403,88.94908142089844,86.5518809000651,85.52712102047882,169.03834533691406,180.77000427246094,135.44403076171875,39.913658142089844,172.3097381591797,-0.396195,0.16,0.33,-0.04,0.1,-0.19,0.021,65982.23,3309.6,5211.49,16277.46,39127.14
240404,85.89059448242188,87.16631647745768,85.55057092124935,168.21136474609375,165.8300018310547,130.90243530273438,39.31985092163086,168.19790649414062,-0.404743,-1.23,0.2,0.18,0.03,0.1,0.021,68415.92,3324.97,5147.21,16049.08,38596.98
240405,87.99324798583984,87.48205286661783,85.70816298993262,168.96859741210938,170.4199981689453,133.08131408691406,38.31037902832031,169.95162963867188,-0.412281,1.05,-0.5,-0.69,-0.29,-0.59,0.021,67878.68,3319.09,5204.34,16248.52,38904.04
240408,87.11839294433594,87.75932973225912,85.79914556763606,167.84268188476562,169.89999389648438,132.75047302246094,37.58791732788086,172.02239990234375,-0.428431,0.01,0.54,0.14,-0.24,0.1,0.021,71607.88,3699.13,5202.39,16253.96,38892.8
240409,85.33968353271484,87.96815134684245,85.76950285570567,169.0582733154297,170.77999877929688,132.54977416992188,37.93430709838867,173.9544677734375,-0.431088,0.14,0.31,-0.33,-0.17,0.05,0.021,69100.81,3502.0,5209.91,16306.64,38883.67
240410,87.02440643310547,88.24616114298503,85.85046437682823,167.1750946044922,167.13999938964844,131.3863067626953,36.81596755981445,169.2877960205078,-0.432312,-1.01,-1.56,-1.04,0.37,-0.45,0.021,70554.77,3540.47,5160.64,16170.36,38461.51
240411,90.6008071899414,88.67797673543295,86.1569381067065,174.40892028808594,170.5,137.35665893554688,37.24153137207031,173.5185089111328,-0.432103,0.72,0.05,-0.62,0.14,-0.54,0.021,70001.36,3502.38,5199.06,16442.2,38459.08
240412,88.17121124267578,88.98051630655924,86.28689121225291,175.91348266601562,163.27999877929688,133.54234313964844,35.321556091308594,169.71383666992188,-0.430461,-1.53,-0.38,0.13,0.67,-0.22,0.021,67107.27,3232.53,5123.41,16175.09,37983.24
240415,85.98657989501953,89.10469080607096,86.26751628856043,172.0673828125,160.32000732421875,130.22581481933594,35.935157775878906,168.27719116210938,-0.417106,-1.29,-0.24,0.75,0.84,0.42,0.021,63359.28,3096.84,5061.82,15885.02,37735.11
240416,87.40034484863281,89.17741216023764,86.3406020021135,168.7693328857422,163.4600067138672,132.05099487304688,35.88566970825195,167.02877807617188,-0.410074,-0.23,-0.28,-0.82,0.04,-0.26,0.021,63840.0,3084.8,5051.41,15865.25,37798.97
240417,84.02091217041016,89.11312306722006,86.1909445936165,167.39430236816406,154.02000427246094,127.4378662109375,35.31166076660156,162.8079833984375,-0.401776,-0.64,-0.37,0.55,-0.32,0.54,0.021,61267.8,2985.84,5022.21,15683.37,37753.31
240418,84.65680694580078,88.97884572347006,86.09196797117679,166.43775939941406,155.0800018310547,125.08908081054688,34.67826843261719,159.95448303222656,-0.39221,-0.27,-0.1,0.86,-0.03,0.29,0.021,63447.36,3062.23,5011.12,15601.5,37775.38
240419,76.18722534179688,88.42997131347656,85.4529523176684,164.40512084960938,146.63999938964844,119.69599914550781,33.84694290161133,156.17955017089844,-0.381372,-0.82,1.25,1.9,-0.1,1.3,0.021,63836.5,3057.27,4967.23,15282.01,37986.4
240422,79.50466918945312,88.16301600138347,85.06919211584807,165.24208068847656,148.63999938964844,121.65828704833984,34.054771423339844,158.7060546875,-0.340949,0.87,-0.12,0.55,-0.23,0.0,0.021,66828.83,3200.23,5010.6,15451.31,38239.98
240423,82.4091796875,88.05133463541667,84.89757841079336,166.29824829101562,152.27000427246094,124.1153793334961,33.92611312866211,159.8653106689453,-0.324512,1.27,0.58,-0.01,-0.16,-0.63,0.021,66472.3,3221.28,5070.55,15696.64,38503.69
240424,79.66364288330078,87.64353612263997,84.55990515095513,168.41062927246094,151.74000549316406,124.87347412109375,34.14384078979492,162.12432861328125,-0.306546,-0.01,-0.3,0.28,0.23,-0.02,0.021,64198.5,3135.53,5071.63,15712.75,38460.92
240425,82.61814880371094,87.36838226318359,84.43463054790712,169.27749633789062,153.75999450683594,128.60928344726562,34.74754333496094,161.79736328125,-0.287043,-0.48,-0.39,-0.2,0.4,-0.09,0.021,64510.14,3156.67,5048.42,15611.76,38085.8
240426,87.72029113769531,87.36141688028971,84.6466086504741,168.6896209716797,157.39999389648438,133.54234313964844,31.55088996887207,164.13565063476562,-0.265995,1.04,0.22,-1.09,0.01,-0.45,0.021,63747.32,3130.88,5099.96,15927.9,38239.66
240429,87.7422866821289,87.35875091552734,84.84632981380669,172.8744659423828,160.1999969482422,133.0008544921875,31.036256790161133,167.64306640625,-0.19249,0.34,0.34,-0.49,0.22,-0.12,0.021,63804.4,3213.68,5116.17,15983.08,38386.09
240430,86.38751220703125,87.29032897949219,84.94576093595022,169.71591186523438,158.3800048828125,129.19052124023438,30.155445098876953,164.3238983154297,-0.163157,-1.67,-0.27,-0.26,-0.61,0.63,0.021,60690.8,3014.19,5035.69,15657.82,37815.92
240501,83.0270767211914,87.07846425374349,84.82197485757868,168.6896209716797,144.27000427246094,123.48645782470703,30.05647850036621,162.5998992919922,-0.13122,-0.27,1.0,-0.03,-1.43,-0.02,0.02,58278.09,2968.37,5018.39,15605.48,37903.29
240502,85.8026123046875,86.92665634155273,84.88524178965022,172.40615844726562,146.16000366210938,123.06021881103516,30.195032119750977,178.44277954101562,-0.0998071,1.01,0.7,0.02,0.03,-0.77,0.02,59071.21,2987.28,5064.2,15840.96,38225.66
240503,88.77411651611328,86.83847122192383,85.136136933293,182.71884155273438,150.60000610351562,126.98876953125,30.58100700378418,177.9870147705078,-0.0689046,1.19,-0.04,-0.22,0.42,-0.55,0.02,62855.86,3100.74,5127.79,16156.33,38675.68
240506,92.12454986572266,86.76684977213542,85.58700228377234,181.0548858642578,155.77999877929688,130.1880645751953,30.774776458740234,180.1766815185547,0.0194696,1.09,-0.02,-0.05,-0.24,-0.69,0.02,63145.67,3062.88,5180.74,16349.25,38852.27
240507,90.538818359375,86.61860809326171,85.90647428864993,181.74237060546875,154.42999267578125,129.4727020263672,30.486604690551758,178.4923095703125,0.0456701,0.05,0.04,-0.65,0.14,0.2,0.02,62344.02,3012.07,5187.7,16332.56,38884.26
240508,90.39684295654297,86.54698689778645,86.19617549303013,182.08116149902344,153.6199951171875,131.6843719482422,29.81089210510254,178.88864135742188,0.070028,-0.09,-0.41,0.59,0.72,0.16,0.02,61156.89,2975.87,5187.67,16302.76,39056.39
240509,88.73212432861328,86.49689559936523,86.35978509532582,183.90457153320312,152.38999938964844,129.72705078125,29.90032386779785,178.8787078857422,0.0925529,0.52,0.51,0.39,0.02,0.08,0.02,63088.62,3037.21,5214.08,16346.26,39387.76
240510,89.86292266845703,86.48096466064453,86.58579397101171,182.63742065429688,151.9199981689453,132.42259216308594,29.66183853149414,180.40455627441406,0.113254,0.08,-0.91,0.01,0.49,-0.06,0.02,60801.1,2909.26,5222.68,16340.87,39512.84
240513,90.38385009765625,86.4821647644043,86.83082985015008,185.8601531982422,150.55999755859375,132.89056396484375,30.317676544189453,182.5149688720703,0.164582,-0.04,0.25,-0.26,0.13,0.24,0.02,62909.03,2949.84,5221.42,16388.24,39431.51
240514,91.34069061279297,86.54562098185221,87.12178860903028,187.00755310058594,153.16000366210938,137.11521911621094,30.854272842407227,187.2311553955078,0.178246,0.57,0.51,0.04,-0.16,-0.02,0.02,61558.14,2883.05,5246.68,16511.18,39558.11
240515,94.61412811279297,86.73445587158203,87.60516535120853,189.2924041748047,159.6699981689453,142.69308471679688,31.072887420654297,192.8192596435547,0.190214,1.15,-0.47,-0.21,-0.4,-0.38,0.02,66293.39,3033.51,5308.15,16742.39,39908.0
240516,94.34317779541016,87.01620864868164,88.0398758314796,189.41212463378906,162.6199951171875,140.30455017089844,31.828094482421875,191.49159240722656,0.200489,-0.25,-0.22,-0.01,-0.04,0.39,0.02,65282.62,2944.78,5297.1,16698.32,39869.38
240517,92.46348571777344,87.16521657307943,88.32527001769212,189.4420623779297,164.47000122070312,138.6313934326172,31.629356384277344,192.07615661621094,0.209075,0.11,-0.23,0.41,-0.19,-0.1,0.02,66941.22,3089.25,5303.27,16685.97,40003.59
240520,94.76410675048828,87.42007369995117,88.74067883916284,190.6094207763672,166.3300018310547,140.49334716796875,31.897653579711914,195.9402618408203,0.225269,0.14,0.16,-0.88,0.15,-0.66,0.02,71466.21,3674.27,5308.13,16794.87,39806.77
240521,95.37001037597656,87.7544179280599,89.16837764798954,191.91647338867188,164.66000366210938,139.01986694335938,31.5399227142334,199.00184631347656,0.2282,0.15,-0.43,0.19,0.41,-0.31,0.02,70191.19,3792.14,5321.41,16832.62,39872.99
240522,94.93408203125,88.01807378133138,89.54035857594184,190.46974182128906,165.52000427246094,138.32835388183594,31.221940994262695,201.06268310546875,0.229989,-0.35,-0.4,-0.38,-0.44,-0.05,0.02,69145.91,3737.52,5307.01,16801.54,39671.04
240523,103.78160095214844,88.45743357340494,90.45914840666485,186.45880126953125,160.42999267578125,138.43267822265625,29.8903865814209,199.90345764160156,0.230637,-0.85,-0.67,-0.64,1.3,-0.64,0.02,67903.82,3777.04,5267.84,16736.03,39065.26
240524,106.4511489868164,89.06676483154297,91.49089037957786,189.5518035888672,166.36000061035156,139.87831115722656,30.526351928710938,208.42433166503906,0.230144,0.72,0.13,0.23,0.34,-0.34,0.02,68567.61,3728.04,5304.72,16920.79,39069.59
240528,113.88190460205078,89.99660898844401,92.93547194231805,189.56179809570312,171.61000061035156,140.33633422851562,30.86421012878418,211.11929321289062,0.217168,-0.04,0.1,-0.83,0.15,-1.07,0.02,68350.32,3840.31,5306.04,17019.88,38852.86
240529,114.80574798583984,90.91012242635091,94.34645749351301,189.86111450195312,165.13999938964844,138.17236328125,29.94007110595703,206.34364318847656,0.211374,-0.77,-0.38,-0.66,0.44,-0.04,0.02,67573.57,3763.6,5266.95,16920.58,38441.54
240530,110.48147583007812,91.79214121500651,95.3874264184527,190.85885620117188,166.75,135.5304718017578,29.99969482421875,203.7470703125,0.20457,-0.52,1.64,0.42,-0.02,0.7,0.02,68356.11,3747.69,5235.48,16737.08,38111.48
240531,109.6146240234375,92.62406845092774,96.30531013490335,191.8166961669922,166.89999389648438,132.0003204345703,30.655534744262695,203.0009307861328,0.196754,0.68,-0.1,0.95,1.03,0.91,0.02,67506.03,3762.04,5277.51,16735.02,38686.32
240603,114.98072052001953,93.9171849568685,97.51017532103988,193.59266662597656,163.5500030517578,131.33961486816406,30.099063873291016,204.8513641357422,0.170541,0.04,-0.32,-0.62,0.35,-0.43,0.022,68794.57,3763.81,5283.4,16828.67,38571.03
240604,116.41748046875,95.14761199951172,98.73000145960182,193.91195678710938,159.99000549316406,132.2258758544922,29.8407039642334,203.31927490234375,0.162257,-0.06,-1.33,-0.68,-0.15,-0.05,0.022,70596.56,3812.36,5291.34,16857.05,38711.29
240605,122.41947174072266,96.48128840128581,100.25835438096446,195.42852783203125,166.1699981689453,140.3999481201172,30.585975646972656,210.81056213378906,0.15424,1.23,0.35,-0.67,-0.47,-0.72,0.022,71164.39,3867.94,5354.03,17187.9,38807.33
240606,120.97770690917969,97.85842386881511,101.59508680213963,194.04165649414062,166.77999877929688,139.2255401611328,30.22824478149414,208.36322021484375,0.146487,-0.06,-0.57,-0.08,-0.04,-0.17,0.022,70770.7,3811.6,5352.96,17173.12,38886.17
240607,120.86773681640625,99.13341013590495,102.83848357725361,196.4462432861328,167.8699951171875,139.75909423828125,30.546226501464844,205.55770874023438,0.138994,-0.23,-0.95,0.09,0.37,0.2,0.022,69283.58,3674.78,5346.99,17133.13,38798.99
240610,121.76958465576172,100.26838658650716,104.05984493715738,192.68472290039062,160.33999633789062,143.1203155517578,30.71515464782715,208.273681640625,0.117253,0.28,-0.13,-0.29,-0.22,-0.47,0.022,69490.62,3664.27,5360.79,17192.53,38868.04
240611,120.899658203125,101.37363230387369,105.14628450270368,206.68310546875,158.9600067138672,145.16310119628906,30.7250919342041,207.4479522705078,0.109177,0.2,-0.21,-1.04,0.26,-0.19,0.022,67316.44,3498.6,5375.32,17343.55,38747.42
240612,125.18928527832031,102.66702473958334,106.43938132693701,212.58978271484375,160.24000549316406,148.58892822265625,30.56610107421875,214.28262329101562,0.100548,0.94,0.75,0.05,0.07,-0.38,0.022,68270.98,3559.08,5421.03,17608.44,38712.21
240613,129.59890747070312,104.21941909790038,107.93354430395419,213.75714111328125,159.89999389648438,166.81887817382812,30.26799201965332,216.690185546875,0.0913625,0.04,-1.02,-0.62,0.97,-0.02,0.022,66764.3,3469.35,5433.74,17667.56,38647.1
240614,131.8687286376953,105.75495630900065,109.47774974484072,212.01107788085938,159.6300048828125,172.38783264160156,30.258056640625,214.22293090820312,0.0816171,-0.17,-1.46,-0.65,0.12,0.04,0.022,66022.42,3481.2,5431.6,17688.88,38589.16
240617,130.9687957763672,107.16144561767578,110.86426884364889,216.18165588378906,158.39999389648438,181.71044921875,30.784713745117188,221.0775146484375,0.048924,0.78,-0.33,0.58,0.93,0.24,0.022,66517.55,3511.73,5473.23,17857.02,38778.1
240618,135.5684051513672,108.60957412719726,112.45808408930814,213.8070068359375,154.6300048828125,179.09242248535156,30.436920166015625,225.92247009277344,0.0367818,0.2,-0.44,0.36,0.28,-0.11,0.022,65126.6,3480.94,5487.03,17862.23,38834.86
240620,130.76881408691406,109.9505739847819,113.63942150850853,209.20741271972656,161.77999877929688,172.3401336669922,30.426984786987305,214.36221313476562,0.0105735,-0.31,-0.36,0.26,-0.62,0.33,0.022,64842.53,3510.66,5473.17,17721.59,39134.76
240621,126.55917358398438,111.15598500569662,114.47295390047472,207.02235412597656,161.22999572753906,164.79598999023438,30.894020080566406,211.4373321533203,-0.00350294,-0.13,0.44,-0.53,-0.81,0.17,0.022,64136.38,3519.63,5464.62,17689.36,39150.33
240624,118.09989929199219,112.13491083780924,114.70695037734683,207.67086791992188,160.25,158.6990203857422,30.37729835510254,199.8074188232422,-0.0492567,-0.25,0.62,1.09,-0.01,0.65,0.022,60236.01,3348.29,5447.87,17496.82,39411.21
240625,126.07920837402344,113.34212036132813,115.44064444164854,208.59878540039062,160.25,157.56077575683594,30.546226501464844,201.13058471679688,-0.0651273,0.31,-0.82,-1.22,0.08,-1.22,0.022,61820.98,3394.64,5469.3,17717.65,39112.16
240626,126.38919067382812,114.54229838053385,116.1470022630795,212.7693634033203,157.5399932861328,158.6781005859375,30.347488403320312,196.3154754638672,-0.0812459,0.16,-0.01,-0.19,0.46,-0.26,0.022,60794.33,3368.79,5477.9,17805.16,39127.8
240627,123.9793930053711,115.63025512695313,116.65231779484026,213.61746215820312,159.47000122070312,158.14585876464844,30.397172927856445,194.1466827392578,-0.0976188,0.14,0.53,-0.39,-0.97,-0.12,0.022,61622.64,3445.94,5482.87,17858.68,39164.06
240628,123.52943420410156,116.59409866333007,117.09600272447003,210.14527893066406,162.2100067138672,160.0266571044922,30.774776458740234,198.1559600830078,-0.114253,-0.35,1.0,1.28,-0.19,0.72,0.022,60322.28,3374.13,5460.48,17732.6,39118.86
240701,124.28936767578125,117.59230499267578,117.56009078584495,216.261474609375,157.69000244140625,163.54209899902344,30.645597457885742,199.0015869140625,-0.166735,0.22,-1.05,-0.46,0.49,-0.34,0.021,62870.34,3441.07,5475.09,17879.3,39169.52
240702,122.65950775146484,118.5988390604655,117.88908542878818,219.77354431152344,164.30999755859375,165.2046356201172,30.874147415161133,199.1309356689453,-0.184757,0.57,-0.47,0.39,0.52,-0.63,0.021,62056.54,3417.59,5509.01,18028.76,39331.85
240703,128.26902770996094,119.71566975911459,118.55875912434772,221.0506591796875,163.89999389648438,172.35511779785156,31.033138275146484,202.7621612548828,-0.202399,0.48,-0.29,-0.68,-0.05,0.59,0.021,60187.34,3296.53,5537.02,18188.3,39308.0
240705,125.8192367553711,120.73064397176107,119.02717703602666,225.82984924316406,171.89999389648438,169.77259826660156,31.818159103393555,204.6921844482422,-0.236574,0.48,-0.8,-1.43,-0.31,-1.04,0.021,56624.69,2983.42,5567.19,18352.76,39375.87
240708,128.18902587890625,121.83914210001628,119.61826405814793,227.30653381347656,178.69000244140625,174.01365661621094,33.77574157714844,206.82118225097656,-0.283486,0.1,0.55,-0.22,-0.35,0.47,0.021,56684.73,3016.38,5572.85,18403.74,39344.79
240709,131.3687744140625,122.75871454874674,120.37636150046501,228.16458129882812,177.10000610351562,172.7627716064453,34.3719596862793,206.05514526367188,-0.29564,0.0,-0.59,0.48,-0.44,0.66,0.021,57995.57,3065.68,5576.98,18429.29,39291.97
240710,134.89846801757812,123.7069585164388,121.31327159834328,232.4548797607422,183.9600067138672,173.89703369140625,34.65019226074219,207.72650146484375,-0.30578,0.97,-0.14,0.43,0.17,0.2,0.021,57653.32,3099.13,5633.91,18647.45,39721.36
240711,127.38910675048828,124.15719858805339,121.70526096299781,227.05709838867188,181.94000244140625,170.03575134277344,33.2888298034668,198.82252502441406,-0.313911,-0.59,4.21,1.75,-1.09,-0.09,0.021,57384.82,3102.42,5584.54,18283.41,39753.75
